"Tablepotatoes.code";"Tablepotatoes.name";"Tablepotatoes.mean";"Gherkin.code";"Gherkin.name";"Gherkin.mean";"Aspargus.code";"Aspargus.name";"Aspargus.mean";"Cauliflower.code";"Cauliflower.name";"Cauliflower.mean";"Broccoli.code";"Broccoli.name";"Broccoli.mean";"Kale.code";"Kale.name";"Kale.mean";"Carrot.code";"Carrot.name";"Carrot.mean";"Whitecabbage.code";"Whitecabbage.name";"Whitecabbage.mean";"Celeriac.code";"Celeriac.name";"Celeriac.mean";"Onions.code";"Onions.name";"Onions.mean";"Parsnip.code";"Parsnip.name";"Parsnip.mean";"Rootparsley.code";"Rootparsley.name";"Rootparsley.mean";"Leek.code";"Leek.name";"Leek.mean";"Beet.code";"Beet.name";"Beet.mean";"Redcabbage.code";"Redcabbage.name";"Redcabbage.mean";"Lettuce.code";"Lettuce.name";"Lettuce.mean";"Savoycabbage.pointedcabbage.code";"Savoycabbage.pointedcabbage.name";"Savoycabbage.pointedcabbage.mean";"Spinach.code";"Spinach.name";"Spinach.mean";"Sweetcorn.code";"Sweetcorn.name";"Sweetcorn.mean";"Peas.code";"Peas.name";"Peas.mean";"Jerusalemartichoke.code";"Jerusalemartichoke.name";"Jerusalemartichoke.mean";"Leafparsley.code";"Leafparsley.name";"Leafparsley.mean";"Pumpkin.code";"Pumpkin.name";"Pumpkin.mean";"Rhubarb.code";"Rhubarb.name";"Rhubarb.mean";"Strawberry.code";"Strawberry.name";"Strawberry.mean";"Blackcurrant.code";"Blackcurrant.name";"Blackcurrant.mean";"Redcurrant.code";"Redcurrant.name";"Redcurrant.mean";"Gooseberry.code";"Gooseberry.name";"Gooseberry.mean";"Raspberry.code";"Raspberry.name";"Raspberry.mean";"Blueberry.code";"Blueberry.name";"Blueberry.mean";"Sourcherry.code";"Sourcherry.name";"Sourcherry.mean";"Plum.code";"Plum.name";"Plum.mean";"Sweetcherry.code";"Sweetcherry.name";"Sweetcherry.mean";"Elder.code";"Elder.name";"Elder.mean";"Hazel.code";"Hazel.name";"Hazel.mean";"Apple.code";"Apple.name";"Apple.mean";"Pear.code";"Pear.name";"Pear.mean";"Winegrape.code";"Winegrape.name";"Winegrape.mean";"Rosehip.code";"Rosehip.name";"Rosehip.mean";"Tomato.code";"Tomato.name";"Tomato.mean";"Cucumber.code";"Cucumber.name";"Cucumber.mean"
"140";413;"Rodpersille";346.875;531;"Anden træfrugt";1.25;668;"Blomsterfrø";1.375;400;"Asieagurker";9.25;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";18.125;160;"Sukkerroer til fabrik";6.125;173;"Kløver til slæt";83.75;434;"Grøntsager, andre (friland)";19;448;"Medicinpl., en- og toårige";8.5;21;"Vårraps";71.625;213;"Blandkorn, vårsået, helsæd";6.875;5;"Majs til modenhed";2.25;432;"Krydderurter (undtagen persille og purløg)";12.25;423;"Sukkermajs";21.5;429;"Jordskokker, konsum";5.5;281;"Kålroer";16.75;547;"Planteskolekulturer, stauder";15.875;310;"Brak, sommerslåning";2.875;261;"Kløvergræs, over 50% kløver (omdrift)";15.5;514;"Solbær";103.5;424;"Ærter, konsum";4.375;181;"Anden oliefrøart";0.625;528;"Æbler";17.25;497;"Planteskolekulturer, vedplanter, til videresalg";0.5;111;"Svingelfrø, strand-";22.875;450;"Grøntsager, blandinger";6.5;493;"Surbær ";0;NA;NA;NA;430;"Bladpersille";0.375;NA;NA;NA;401;"Asparges";1.5;NA;NA;NA;15;"Vinterhybridrug";0.125;NA;NA;NA;NA;NA;NA;255;"Permanent græs, under 50% kløver/lucerne";4.75;120;"Kløverfrø";0.375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"23";32;"Sødlupin";300.875;528;"Æbler";1.125;230;"Blanding af vårkorn, grønkorn";1.25;666;"Purløgsfrø";9.125;262;"Lucernegræs, over 50% lucerne (omdrift)";17.875;405;"Courgette, squash";6.125;106;"Hundegræsfrø";82.5;400;"Asieagurker";18.125;709;"Grønkorn af vinterrug";8.375;412;"Pastinak";71;921;"Bar jord";5.625;513;"Jordbær";2.25;666;"Purløgsfrø";11;21;"Vårraps";19;16;"Vintertriticale";4.75;171;"Lucerne, slæt";15.625;103;"Rajgræsfrø, ital.";14.25;171;"Lucerne, slæt";2.75;16;"Vintertriticale";14.875;181;"Anden oliefrøart";103.25;666;"Purløgsfrø";4.375;415;"Porre";0.625;16;"Vintertriticale";16.75;528;"Æbler";0.5;280;"Fodersukkerroer";22.875;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";6.375;NA;NA;NA;NA;NA;NA;524;"Sødkirsebær uden undervækst af græs";0.375;NA;NA;NA;250;"Permanent græs, meget lavt udbytte";1.375;NA;NA;NA;404;"Broccoli";0.125;NA;NA;NA;NA;NA;NA;266;"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)";4.625;343;"MFO-bestøverbrak";0.375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"35";103;"Rajgræsfrø, ital.";297.625;325;"MFO-Blomsterbrak";1;421;"Savoykål, spidskål";1.25;656;"Bladbedefrø, rødbedefrø";8.25;434;"Grøntsager, andre (friland)";16.25;413;"Rodpersille";5.625;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";81.75;583;"Juletræer og pyntegrønt på landbrugsjord";17.875;151;"Kartofler, stivelses-";7.375;110;"Svingelfrø, stivbladet";70.875;511;"Græskar";5.5;213;"Blandkorn, vårsået, helsæd";2;416;"Rosenkål";10.625;503;"En- og to-årige planter";17;308;"MFO-brak, sommerslåning";4.5;417;"Rødbede";15.125;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";12.375;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";2.75;434;"Grøntsager, andre (friland)";14.875;450;"Grøntsager, blandinger";103.25;405;"Courgette, squash";4.125;257;"Permanent græs, uden kløver";0.5;312;"20-årig udtagning";15;150;"Kartofler, lægge- (egen opformering)";0.375;701;"Grønkorn af vårbyg";20.875;6;"Vårhvede, brødhvede";6.25;NA;NA;NA;NA;NA;NA;160;"Sukkerroer til fabrik";0.25;NA;NA;NA;266;"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)";1.375;NA;NA;NA;423;"Sukkermajs";0.125;NA;NA;NA;NA;NA;NA;514;"Solbær";4.625;514;"Solbær";0.375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"64";171;"Lucerne, slæt";295.75;668;"Blomsterfrø";1;406;"Grønkål";1.125;413;"Rodpersille";8.125;109;"Rajsvingelfrø";15.25;173;"Kløver til slæt";5.375;171;"Lucerne, slæt";80.125;235;"Blanding af vinterkorn, grønkorn";15.875;653;"Karsefrø";7.25;106;"Hundegræsfrø";68.375;702;"Grønkron af vårhvede";4.125;416;"Rosenkål";1.875;402;"Bladselleri";10.375;497;"Planteskolekulturer, vedplanter, til videresalg";15.875;406;"Grønkål";4.125;6;"Vårhvede, brødhvede";11.375;400;"Asieagurker";10.25;212;"Vårhavre, helsæd";2.625;21;"Vårraps";14.625;659;"Kålfrø (hvid- og rødkål)";100.75;418;"Rødkål";4.125;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";0.5;652;"Kinesisk kålfrø";14.875;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";0.375;171;"Lucerne, slæt";20.75;120;"Kløverfrø";5.625;NA;NA;NA;NA;NA;NA;255;"Permanent græs, under 50% kløver/lucerne";0.25;NA;NA;NA;516;"Stikkelsbær";1;NA;NA;NA;514;"Solbær";0.125;NA;NA;NA;NA;NA;NA;519;"Blåbær";4.25;518;"Hindbær";0.375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"128";401;"Asparges";281.625;5;"Majs til modenhed";0.875;512;"Rabarber";1.125;406;"Grønkål";7.625;118;"Rajsvingelfrø, efterårsudlagt";15.25;400;"Asieagurker";4.875;32;"Sødlupin";79.5;528;"Æbler";15.25;210;"Vårbyg, helsæd";6.75;230;"Blanding af vårkorn, grønkorn";64.625;592;"Pil";4;424;"Ærter, konsum";1.625;516;"Stikkelsbær";9.5;56;"Vårtriticale";15.375;416;"Rosenkål";3.5;412;"Pastinak";9.25;261;"Kløvergræs, over 50% kløver (omdrift)";10;583;"Juletræer og pyntegrønt på landbrugsjord";2.5;520;"Surkirsebær uden undervækst af græs";14;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";99.5;408;"Hvidkål";4;417;"Rødbede";0.5;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";14.75;653;"Karsefrø";0.25;120;"Kløverfrø";19.75;518;"Hindbær";5.375;NA;NA;NA;NA;NA;NA;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";0.25;NA;NA;NA;532;"Anden buskfrugt";1;NA;NA;NA;544;"Snitblomster og snitgrønt";0.125;NA;NA;NA;NA;NA;NA;261;"Kløvergræs, over 50% kløver (omdrift)";4;531;"Anden træfrugt";0.375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"82";235;"Blanding af vinterkorn, grønkorn";281.5;404;"Broccoli";0.875;519;"Blåbær";1;325;"MFO-Blomsterbrak";7.5;423;"Sukkermajs";12.875;418;"Rødkål";4.5;709;"Grønkorn af vinterrug";68.875;324;"Blomsterbrak";14.625;230;"Blanding af vårkorn, grønkorn";6.375;413;"Rodpersille";61.75;423;"Sukkermajs";3.75;432;"Krydderurter (undtagen persille og purløg)";1.125;512;"Rabarber";9.25;704;"Grønkorn af vårrug";15.375;405;"Courgette, squash";3.125;103;"Rajgræsfrø, ital.";8.25;21;"Vårraps";9.5;511;"Græskar";2.25;4;"Blanding af vårsåede arter";13.875;173;"Kløver til slæt";97.125;709;"Grønkorn af vinterrug";4;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";0.375;180;"Gul sennep";14.625;656;"Bladbedefrø, rødbedefrø";0.25;652;"Kinesisk kålfrø";19.375;593;"Poppel (0-100 andre træer pr. ha)";4.625;NA;NA;NA;NA;NA;NA;325;"MFO-Blomsterbrak";0.25;NA;NA;NA;106;"Hundegræsfrø";0.875;NA;NA;NA;153;"Kartofler, andre";0;NA;NA;NA;NA;NA;NA;270;"Græs til udegrise, omdrift";4;13;"Vinterhvede, brødhvede";0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"94";261;"Kløvergræs, over 50% kløver (omdrift)";274.25;522;"Blomme uden undervækst af græs";0.75;524;"Sødkirsebær uden undervækst af græs";1;310;"Brak, sommerslåning";7.25;409;"Kinakål";11.25;308;"MFO-brak, sommerslåning";4.125;109;"Rajsvingelfrø";65.875;215;"Ærtehelsæd";14.375;162;"Blanding, andre industriafgr.";5.375;500;"Buske og træer Planteskoleplanter";61.75;400;"Asieagurker";3.5;7;"Korn + bælgsæd under 50% bælgsæd";1;4;"Blanding af vårsåede arter";8.5;261;"Kløvergræs, over 50% kløver (omdrift)";15.125;528;"Æbler";3.125;250;"Permanent græs, meget lavt udbytte";7.25;265;"Græs/kløvergræs slæt før vårsåede afgrøder";9.5;36;"Bælgsæd, andre typer til modenhed blanding";2.125;418;"Rødkål";12.875;40;"Oliehør";84.75;56;"Vårtriticale";3.875;54;"Bælgsæd blanding";0.25;497;"Planteskolekulturer, vedplanter, til videresalg";14.5;709;"Grønkorn af vinterrug";0.25;56;"Vårtriticale";18.875;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";4.25;NA;NA;NA;NA;NA;NA;432;"Krydderurter (undtagen persille og purløg)";0.25;NA;NA;NA;493;"Surbær ";0.875;NA;NA;NA;325;"MFO-Blomsterbrak";0;NA;NA;NA;NA;NA;NA;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";3.625;101;"Rajgræsfrø, alm.";0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"81";234;"Korn og bælgsæd, grønkorn, under 50% bælgsæd";266.75;422;"Spinat";0.625;539;"Blandet frugt";1;417;"Rødbede";6.875;416;"Rosenkål";11;270;"Græs til udegrise, omdrift";3.75;42;"Hamp";63.25;656;"Bladbedefrø, rødbedefrø";13.75;215;"Ærtehelsæd";5.25;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";58.875;434;"Grøntsager, andre (friland)";3.375;54;"Bælgsæd blanding";0.875;124;"Spinatfrø";7.25;415;"Porre";14.75;310;"Brak, sommerslåning";3;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";6.125;512;"Rabarber";8.625;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";1.75;406;"Grønkål";12.625;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";80.5;310;"Brak, sommerslåning";3.625;412;"Pastinak";0.25;432;"Krydderurter (undtagen persille og purløg)";13.375;7;"Korn + bælgsæd under 50% bælgsæd";0.125;501;"Stauder";18.625;407;"Gulerod";4.125;NA;NA;NA;NA;NA;NA;500;"Buske og træer Planteskoleplanter";0.25;NA;NA;NA;400;"Asieagurker";0.625;NA;NA;NA;660;"Persillefrø";0;NA;NA;NA;NA;NA;NA;488;"Hønsegård, permanent græs";3.5;113;"Engrapsgræsfrø (plænetype)";0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"88";254;"Miljøgræs MVJ-tilsagn (0 N), permanent";257.75;520;"Surkirsebær uden undervækst af græs";0.625;255;"Permanent græs, under 50% kløver/lucerne";0.875;583;"Juletræer og pyntegrønt på landbrugsjord";6.875;308;"MFO-brak, sommerslåning";9.125;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";3.375;310;"Brak, sommerslåning";62.75;171;"Lucerne, slæt";13.25;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";5.125;405;"Courgette, squash";57.625;424;"Ærter, konsum";3.25;4;"Blanding af vårsåede arter";0.625;429;"Jordskokker, konsum";6.25;652;"Kinesisk kålfrø";14.375;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";2.75;432;"Krydderurter (undtagen persille og purløg)";6.125;405;"Courgette, squash";8.5;448;"Medicinpl., en- og toårige";1.5;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";12.5;420;"Salat (friland)";69.25;434;"Grøntsager, andre (friland)";3.5;664;"Skorzonerrod/skorzonerrodfrø";0.25;583;"Juletræer og pyntegrønt på landbrugsjord";12.625;13;"Vinterhvede, brødhvede";0.125;215;"Ærtehelsæd";18.5;583;"Juletræer og pyntegrønt på landbrugsjord";4.125;NA;NA;NA;NA;NA;NA;529;"Pærer";0.25;NA;NA;NA;500;"Buske og træer Planteskoleplanter";0.625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;511;"Græskar";3.375;411;"Løg";0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"42";110;"Svingelfrø, stivbladet";235.625;650;"Chrysanthemum Garland, frø";0.625;21;"Vårraps";0.75;655;"Radisefrø (inklusiv olieræddikefrø)";5.875;252;"Permanent græs, normalt udbytte";9;401;"Asparges";3.375;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";62.625;431;"Purløg";12.25;666;"Purløgsfrø";4.75;4;"Blanding af vårsåede arter";49.5;171;"Lucerne, slæt";3;251;"Permanent græs, lavt udbytte";0.375;149;"Kartofler, lægge- (certificerede)";5.625;252;"Permanent græs, normalt udbytte";13.125;4;"Blanding af vårsåede arter";2.375;266;"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)";6;413;"Rodpersille";7.5;602;"MFO - Pil";1.375;404;"Broccoli";12.25;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";67.625;422;"Spinat";3.25;431;"Purløg";0.125;181;"Anden oliefrøart";11.75;503;"En- og to-årige planter";0.125;251;"Permanent græs, lavt udbytte";17.5;151;"Kartofler, stivelses-";4;NA;NA;NA;NA;NA;NA;4;"Blanding af vårsåede arter";0.125;NA;NA;NA;661;"Kørvelfrø";0.625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;"Vårhvede, brødhvede";3.125;14;"Vinterrug";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"16";21;"Vårraps";203.625;13;"Vinterhvede, brødhvede";0.5;405;"Courgette, squash";0.75;667;"Timianfrø";5.75;405;"Courgette, squash";8.75;257;"Permanent græs, uden kløver";3.25;36;"Bælgsæd, andre typer til modenhed blanding";57.875;514;"Solbær";11.25;430;"Bladpersille";4.25;416;"Rosenkål";44.375;416;"Rosenkål";3;655;"Radisefrø (inklusiv olieræddikefrø)";0.375;215;"Ærtehelsæd";5.625;434;"Grøntsager, andre (friland)";13.125;547;"Planteskolekulturer, stauder";2;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";4.875;160;"Sukkerroer til fabrik";7.25;213;"Blandkorn, vårsået, helsæd";1.25;221;"Vinterhvede, helsæd";12.125;405;"Courgette, squash";62.25;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";2.875;513;"Jordbær";0.125;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";11.625;30;"Ærter";0;404;"Broccoli";17;171;"Lucerne, slæt";3.75;NA;NA;NA;NA;NA;NA;170;"Græs til fabrik (omdrift)";0.125;NA;NA;NA;113;"Engrapsgræsfrø (plænetype)";0.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;518;"Hindbær";3.125;153;"Kartofler, andre";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"146";421;"Savoykål, spidskål";191.75;544;"Snitblomster og snitgrønt";0.5;413;"Rodpersille";0.75;308;"MFO-brak, sommerslåning";3.75;430;"Bladpersille";8.125;6;"Vårhvede, brødhvede";2.875;21;"Vårraps";55.875;252;"Permanent græs, normalt udbytte";10.5;160;"Sukkerroer til fabrik";4.125;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";43.5;320;"Braklagte randzoner";2.5;250;"Permanent græs, meget lavt udbytte";0.125;5;"Majs til modenhed";5;709;"Grønkorn af vinterrug";12.25;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";1.875;429;"Jordskokker, konsum";3.375;709;"Grønkorn af vinterrug";7.25;5;"Majs til modenhed";1.125;257;"Permanent græs, uden kløver";10.125;261;"Kløvergræs, over 50% kløver (omdrift)";61.125;664;"Skorzonerrod/skorzonerrodfrø";2.875;517;"Brombær";0.125;251;"Permanent græs, lavt udbytte";11.5;52;"Quinoa";0;281;"Kålroer";16.5;408;"Hvidkål";3.75;NA;NA;NA;NA;NA;NA;265;"Græs/kløvergræs slæt før vårsåede afgrøder";0.125;NA;NA;NA;497;"Planteskolekulturer, vedplanter, til videresalg";0.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23;"Rybs";3;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"100";267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";182.125;21;"Vårraps";0.375;420;"Salat (friland)";0.75;669;"Andet havefrø";3.75;666;"Purløgsfrø";6.75;54;"Bælgsæd blanding";2.875;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";50.375;413;"Rodpersille";8.75;126;"Blanding af markfrø til udsæd";4;262;"Lucernegræs, over 50% lucerne (omdrift)";43.125;124;"Spinatfrø";2;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";0.125;511;"Græskar";4.75;114;"Rapgræsfrø, alm.";9.125;230;"Blanding af vårkorn, grønkorn";1.75;583;"Juletræer og pyntegrønt på landbrugsjord";2.5;17;"Blanding af efterårssåede arter";7;215;"Ærtehelsæd";1.125;651;"Dildfrø";9.75;655;"Radisefrø (inklusiv olieræddikefrø)";59.5;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";2.75;544;"Snitblomster og snitgrønt";0.125;518;"Hindbær";10.25;149;"Kartofler, lægge- (certificerede)";0;431;"Purløg";16.375;434;"Grøntsager, andre (friland)";3.625;NA;NA;NA;NA;NA;NA;526;"Hyld";0.125;NA;NA;NA;531;"Anden træfrugt";0.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;210;"Vårbyg, helsæd";3;255;"Permanent græs, under 50% kløver/lucerne";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"193";592;"Pil";159.125;261;"Kløvergræs, over 50% kløver (omdrift)";0.375;528;"Æbler";0.75;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";3.25;120;"Kløverfrø";5.625;701;"Grønkorn af vårbyg";2.875;103;"Rajgræsfrø, ital.";46;103;"Rajgræsfrø, ital.";8.5;434;"Grøntsager, andre (friland)";3.875;252;"Permanent græs, normalt udbytte";42.75;255;"Permanent græs, under 50% kløver/lucerne";2;255;"Permanent græs, under 50% kløver/lucerne";0.125;255;"Permanent græs, under 50% kløver/lucerne";4.125;110;"Svingelfrø, stivbladet";8.625;255;"Permanent græs, under 50% kløver/lucerne";1.75;257;"Permanent græs, uden kløver";2.375;252;"Permanent græs, normalt udbytte";7;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";0.75;529;"Pærer";9.5;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";53.5;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";2.625;250;"Permanent græs, meget lavt udbytte";0;21;"Vårraps";9.5;583;"Juletræer og pyntegrønt på landbrugsjord";0;36;"Bælgsæd, andre typer til modenhed blanding";15.625;210;"Vårbyg, helsæd";3.25;NA;NA;NA;NA;NA;NA;539;"Blandet frugt";0.125;NA;NA;NA;120;"Kløverfrø";0.375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;215;"Ærtehelsæd";3;418;"Rødkål";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"15";17;"Blanding af efterårssåede arter";158.5;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";0.375;17;"Blanding af efterårssåede arter";0.5;252;"Permanent græs, normalt udbytte";3.125;432;"Krydderurter (undtagen persille og purløg)";3.625;210;"Vårbyg, helsæd";2.375;17;"Blanding af efterårssåede arter";44.375;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";8.5;512;"Rabarber";3.875;149;"Kartofler, lægge- (certificerede)";41.375;256;"Permanent kløvergræs, over 50% kløver/lucerne";2;257;"Permanent græs, uden kløver";0.125;400;"Asieagurker";4;162;"Blanding, andre industriafgr.";7.125;262;"Lucernegræs, over 50% lucerne (omdrift)";1.75;656;"Bladbedefrø, rødbedefrø";2.375;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";6.75;400;"Asieagurker";0.625;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";9.25;105;"Timothefrø";53.25;36;"Bælgsæd, andre typer til modenhed blanding";2.5;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";0;255;"Permanent græs, under 50% kløver/lucerne";9.5;NA;NA;NA;173;"Kløver til slæt";15.5;652;"Kinesisk kålfrø";3.125;NA;NA;NA;NA;NA;NA;666;"Purløgsfrø";0.125;NA;NA;NA;701;"Grønkorn af vårbyg";0.375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;593;"Poppel (0-100 andre træer pr. ha)";3;511;"Græskar";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"66";173;"Kløver til slæt";152.25;503;"En- og to-årige planter";0.375;106;"Hundegræsfrø";0.5;430;"Bladpersille";3.125;250;"Permanent græs, meget lavt udbytte";2.75;13;"Vinterhvede, brødhvede";2.25;212;"Vårhavre, helsæd";42.25;6;"Vårhvede, brødhvede";8;171;"Lucerne, slæt";3.625;265;"Græs/kløvergræs slæt før vårsåede afgrøder";39.25;405;"Courgette, squash";2;21;"Vårraps";0;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";3.625;402;"Bladselleri";6.375;652;"Kinesisk kålfrø";1.625;709;"Grønkorn af vinterrug";2.375;434;"Grøntsager, andre (friland)";6.25;423;"Sukkermajs";0.625;704;"Grønkorn af vårrug";9.25;280;"Fodersukkerroer";53;420;"Salat (friland)";2.375;269;"Græs, rullegræs";0;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";9.125;NA;NA;NA;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";15.125;251;"Permanent græs, lavt udbytte";3;NA;NA;NA;NA;NA;NA;537;"Valnød (almindelig)";0;NA;NA;NA;30;"Ærter";0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56;"Vårtriticale";2.625;342;"Bestøverbrak";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"127";400;"Asieagurker";146.875;529;"Pærer";0.25;153;"Kartofler, andre";0.5;255;"Permanent græs, under 50% kløver/lucerne";3;281;"Kålroer";2.5;24;"Solsikke";2.25;704;"Grønkorn af vårrug";40.375;529;"Pærer";7.25;429;"Jordskokker, konsum";3.5;280;"Fodersukkerroer";33.25;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";1.5;269;"Græs, rullegræs";0;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";3.375;662;"Majroefrø";6.375;171;"Lucerne, slæt";1.5;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";2.25;416;"Rosenkål";5.875;4;"Blanding af vårsåede arter";0.5;173;"Kløver til slæt";9.125;547;"Planteskolekulturer, stauder";52;149;"Kartofler, lægge- (certificerede)";2.125;424;"Ærter, konsum";0;324;"Blomsterbrak";7.875;NA;NA;NA;230;"Blanding af vårkorn, grønkorn";14.875;592;"Pil";2.625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;112;"Engrapgræsfrø (marktype)";0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";2.375;434;"Grøntsager, andre (friland)";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"48";116;"Rajgræs, hybrid";145.25;540;"Tomater";0.25;170;"Græs til fabrik (omdrift)";0.5;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";2.75;256;"Permanent kløvergræs, over 50% kløver/lucerne";2;181;"Anden oliefrøart";1.625;265;"Græs/kløvergræs slæt før vårsåede afgrøder";38.125;36;"Bælgsæd, andre typer til modenhed blanding";7.125;56;"Vårtriticale";3;497;"Planteskolekulturer, vedplanter, til videresalg";33.25;160;"Sukkerroer til fabrik";1.25;NA;NA;NA;280;"Fodersukkerroer";3.125;666;"Purløgsfrø";6.375;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";1.5;512;"Rabarber";2.25;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";5.625;250;"Permanent græs, meget lavt udbytte";0.5;281;"Kålroer";8.625;153;"Kartofler, andre";50.125;325;"MFO-Blomsterbrak";2.125;NA;NA;NA;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";7.25;NA;NA;NA;21;"Vårraps";12.625;182;"Blanding af oliearter";2.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;210;"Vårbyg, helsæd";0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;281;"Kålroer";2.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
