Tablepotatoes.code;Tablepotatoes.name;Tablepotatoes.mean;Tablepotatoes.perc;Gherkin.code;Gherkin.name;Gherkin.mean;Gherkin.perc;Aspargus.code;Aspargus.name;Aspargus.mean;Aspargus.perc;Cauliflower.code;Cauliflower.name;Cauliflower.mean;Cauliflower.perc;Broccoli.code;Broccoli.name;Broccoli.mean;Broccoli.perc;Kale.code;Kale.name;Kale.mean;Kale.perc;Carrot.code;Carrot.name;Carrot.mean;Carrot.perc;Whitecabbage.code;Whitecabbage.name;Whitecabbage.mean;Whitecabbage.perc;Celeriac.code;Celeriac.name;Celeriac.mean;Celeriac.perc;Onions.code;Onions.name;Onions.mean;Onions.perc;Parsnip.code;Parsnip.name;Parsnip.mean;Parsnip.perc;Rootparsley.code;Rootparsley.name;Rootparsley.mean;Rootparsley.perc;Leek.code;Leek.name;Leek.mean;Leek.perc;Beet.code;Beet.name;Beet.mean;Beet.perc;Redcabbage.code;Redcabbage.name;Redcabbage.mean;Redcabbage.perc;Lettuce.code;Lettuce.name;Lettuce.mean;Lettuce.perc;Savoycabbage.pointedcabbage.code;Savoycabbage.pointedcabbage.name;Savoycabbage.pointedcabbage.mean;Savoycabbage.pointedcabbage.perc;Spinach.code;Spinach.name;Spinach.mean;Spinach.perc;Sweetcorn.code;Sweetcorn.name;Sweetcorn.mean;Sweetcorn.perc;Peas.code;Peas.name;Peas.mean;Peas.perc;Jerusalemartichoke.code;Jerusalemartichoke.name;Jerusalemartichoke.mean;Jerusalemartichoke.perc;Leafparsley.code;Leafparsley.name;Leafparsley.mean;Leafparsley.perc;Pumpkin.code;Pumpkin.name;Pumpkin.mean;Pumpkin.perc;Rhubarb.code;Rhubarb.name;Rhubarb.mean;Rhubarb.perc;Strawberry.code;Strawberry.name;Strawberry.mean;Strawberry.perc;Blackcurrant.code;Blackcurrant.name;Blackcurrant.mean;Blackcurrant.perc;Redcurrant.code;Redcurrant.name;Redcurrant.mean;Redcurrant.perc;Gooseberry.code;Gooseberry.name;Gooseberry.mean;Gooseberry.perc;Raspberry.code;Raspberry.name;Raspberry.mean;Raspberry.perc;Blueberry.code;Blueberry.name;Blueberry.mean;Blueberry.perc;Sourcherry.code;Sourcherry.name;Sourcherry.mean;Sourcherry.perc;Plum.code;Plum.name;Plum.mean;Plum.perc;Sweetcherry.code;Sweetcherry.name;Sweetcherry.mean;Sweetcherry.perc;Elder.code;Elder.name;Elder.mean;Elder.perc;Hazel.code;Hazel.name;Hazel.mean;Hazel.perc;Apple.code;Apple.name;Apple.mean;Apple.perc;Pear.code;Pear.name;Pear.mean;Pear.perc;Winegrape.code;Winegrape.name;Winegrape.mean;Winegrape.perc;Rosehip.code;Rosehip.name;Rosehip.mean;Rosehip.perc;Tomato.code;Tomato.name;Tomato.mean;Tomato.perc;Cucumber.code;Cucumber.name;Cucumber.mean;Cucumber.perc;
159;350;Miljøgræs med N-kvote;3.8E-05;0.0;665;Havrerodfrø;4.14E-07;0;510;Melon;9.12E-07;0;350;Miljøgræs med N-kvote;1.32E-06;0;315;Miljøgræs brugt som udtagning;2.01E-06;0;711;Grønkorn af vintertriticale;5.05E-07;0;500;Buske og træer Planteskoleplanter;1.17E-05;0;658;Gulerodsfrø;1.96E-06;0;708;Grønkorn af vinterhavre;2.12E-07;0;315;Miljøgræs brugt som udtagning;4.94E-06;0;500;Buske og træer Planteskoleplanter;8.15E-07;0;50;Anden bredbladet afgrøde;6.61E-07;0;710;Grønkorn af hybridrug;8.48E-07;0;315;Miljøgræs brugt som udtagning;1.82E-06;0;500;Buske og træer Planteskoleplanter;8.93E-07;0.986842105;997;Ikke kontrolleret afgrød;2.89E-06;0;497;Planteskolekulturer, vedplanter, til videresalg;6.49E-07;0.168107589;997;Ikke kontrolleret afgrød;4.54E-07;0;910;Ikke anmeldt mark;2.32E-06;0;500;Buske og træer Planteskoleplanter;1.07E-05;0.060962501;181;Anden oliefrøart;7.94E-07;0;433;Krydderurt;8.57E-07;1.877306629;423;Sukkermajs;1.51E-06;6.964374398;8;Vårspelt;5.46E-07;0;181;Anden oliefrøart;1.38E-05;0;910;Ikke anmeldt mark;1.13E-05;0;224;Blandkorn, efterårssået helsæd;7.27E-07;0;602;MFO - Pil;1.18E-07;0;663;Pastinakfrø;5.45E-07;0;324;Blomsterbrak;2.12E-06;0;777;Ex-non-food brak;2.58E-05;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;9.91E-07;0;657;Grønkålfrø;3.54E-06;0;669;Andet havefrø;1.21E-07;0;434;Grøntsager, andre (friland);3.57E-07;0;910;Ikke anmeldt mark;2.25E-05;0;657;Grønkålfrø;4.93E-06;0;329;MFO-bræmme, miljøtilsagn;2.58E-06;0;711;Grønkorn af vintertriticale;5.34E-07;0;669;Andet havefrø;4.81E-07;0;285;Græs og kløvergræs uden norm, over 50 % kløver (omdrift);9.72E-07;0
140;315;Miljøgræs brugt som udtagning;3.8E-05;0.0;181;Anden oliefrøart;4.05E-07;0;997;Ikke kontrolleret afgrød;9.07E-07;0;315;Miljøgræs brugt som udtagning;1.32E-06;0;420;Salat (friland);1.50E-06;5.957388184;360;Vildtafgrøder;4.93E-07;0;275;Rullegræs, permanent;1.17E-05;0;665;Havrerodfrø;1.96E-06;0;306;Græs i omdrift, uden udbetaling af økologi-tilskud;2.02E-07;0;283;Fodergulerødder;4.83E-06;0;275;Rullegræs, permanent;8.15E-07;0;657;Grønkålfrø;6.26E-07;0;658;Gulerodsfrø;8.47E-07;0;658;Gulerodsfrø;1.68E-06;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;8.68E-07;0;920;Økologisk sommerbra;2.89E-06;0;308;MFO-brak, sommerslåning;6.48E-07;0.004084967;920;Økologisk sommerbra;4.54E-07;0;350;Miljøgræs med N-kvote;2.07E-06;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;1.07E-05;0;669;Andet havefrø;7.94E-07;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;8.29E-07;0;306;Græs i omdrift, uden udbetaling af økologi-tilskud;1.51E-06;0;342;Bestøverbrak;5.46E-07;0;50;Anden bredbladet afgrøde;1.33E-05;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;1.12E-05;0.000643236;306;Græs i omdrift, uden udbetaling af økologi-tilskud;6.58E-07;0;707;Grønkorn af vinterhvede;1.18E-07;0;320;Braklagte randzoner;5.28E-07;0;286;Permanent græs og kløvergræs uden norm, over 50 % kløver;2.12E-06;0;598;Sorrel;2.58E-05;0;500;Buske og træer Planteskoleplanter;9.91E-07;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;3.54E-06;0;440;Solhat;1.18E-07;0;285;Græs og kløvergræs uden norm, over 50 % kløver (omdrift);3.57E-07;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;2.21E-05;0.001664669;265;Græs/kløvergræs slæt før vårsåede afgrøder;4.61E-06;0;336;MFO-bræmme, permanent græs, sommerslåning ;2.58E-06;0;505;Ribs, stiklingeopformering;5.26E-07;0;360;Vildtafgrøder;4.78E-07;0;361;Ikke støtteberettiget landbrugsareal;9.72E-07;0
189;433;Krydderurt;3.5E-05;0.0;669;Andet havefrø;4.05E-07;0;920;Økologisk sommerbra;9.07E-07;0;910;Ikke anmeldt mark;1.31E-06;0;283;Fodergulerødder;1.50E-06;0;430;Bladpersille;4.92E-07;1.537718511;433;Krydderurt;1.17E-05;0;408;Hvidkål;1.93E-06;6.459179369;656;Bladbedefrø, rødbedefrø;1.97E-07;1.270260579;711;Grønkorn af vintertriticale;4.71E-06;0;433;Krydderurt;8.15E-07;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;6.13E-07;0;308;MFO-brak, sommerslåning;8.15E-07;0.088294616;181;Anden oliefrøart;1.46E-06;0.010680718;275;Rullegræs, permanent;8.68E-07;0;421;Savoykål, spidskål;2.62E-06;3.191796236;701;Grønkorn af vårbyg;6.48E-07;0;665;Havrerodfrø;4.42E-07;0;315;Miljøgræs brugt som udtagning;2.07E-06;0;275;Rullegræs, permanent;1.07E-05;0;402;Bladselleri;7.63E-07;2.641018355;500;Buske og træer Planteskoleplanter;8.29E-07;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;1.48E-06;0;329;MFO-bræmme, miljøtilsagn;5.46E-07;0;500;Buske og træer Planteskoleplanter;1.24E-05;0.016197768;500;Buske og træer Planteskoleplanter;1.12E-05;0;507;Hindbær, stiklingeopformering;6.41E-07;0;703;Grønkorn af vårhavre;1.18E-07;0;284;"Græs med vikke og andre bælgplanter, under 50 % bælgpl.
";4.97E-07;0;434;Grøntsager, andre (friland);2.12E-06;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;2.52E-05;0;275;Rullegræs, permanent;9.91E-07;0;500;Buske og træer Planteskoleplanter;3.54E-06;0;283;Fodergulerødder;1.16E-07;0;361;Ikke støtteberettiget landbrugsareal;3.57E-07;0;500;Buske og træer Planteskoleplanter;2.21E-05;0.002333396;500;Buske og træer Planteskoleplanter;4.61E-06;0;337;MFO-bræmme, permanent græs, miljøtilsagn;2.58E-06;0;710;Grønkorn af hybridrug;4.86E-07;0;320;Braklagte randzoner;4.74E-07;0;487;Skovlandbrug;9.72E-07;0
113;265;Græs/kløvergræs slæt før vårsåede afgrøder;3.5E-05;0.0;265;Græs/kløvergræs slæt før vårsåede afgrøder;3.97E-07;0;498;Containerplads 4, vedplanter;9.06E-07;0;658;Gulerodsfrø;1.31E-06;0;181;Anden oliefrøart;1.48E-06;0;710;Grønkorn af hybridrug;4.77E-07;0;283;Fodergulerødder;1.11E-05;0;500;Buske og træer Planteskoleplanter;1.84E-06;0.136108184;711;Grønkorn af vintertriticale;1.97E-07;0;658;Gulerodsfrø;4.68E-06;0;283;Fodergulerødder;7.27E-07;0;500;Buske og træer Planteskoleplanter;6.13E-07;0;701;Grønkorn af vårbyg;8.15E-07;0;669;Andet havefrø;1.46E-06;0;433;Krydderurt;8.68E-07;0;710;Grønkorn af hybridrug;2.59E-06;0;602;MFO - Pil;6.48E-07;0;711;Grønkorn af vintertriticale;4.31E-07;0;500;Buske og træer Planteskoleplanter;1.96E-06;1.097794159;433;Krydderurt;1.07E-05;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;7.46E-07;0;275;Rullegræs, permanent;8.29E-07;0;500;Buske og træer Planteskoleplanter;1.48E-06;0;336;MFO-bræmme, permanent græs, sommerslåning ;5.46E-07;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;1.24E-05;0;275;Rullegræs, permanent;1.12E-05;0;118;Rajsvingelfrø, efterårsudlagt;5.80E-07;0;704;Grønkorn af vårrug;1.18E-07;0;249;Udnyttet græs ved vandboring;4.97E-07;0;285;Græs og kløvergræs uden norm, over 50 % kløver (omdrift);2.12E-06;0;500;Buske og træer Planteskoleplanter;2.52E-05;0.001372119;433;Krydderurt;9.91E-07;0;275;Rullegræs, permanent;3.54E-06;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;1.05E-07;0;487;Skovlandbrug;3.57E-07;0;275;Rullegræs, permanent;2.21E-05;0;275;Rullegræs, permanent;4.61E-06;0;486;Hønsegård uden plantedække;2.58E-06;0;910;Ikke anmeldt mark;4.26E-07;0;118;Rajsvingelfrø, efterårsudlagt;4.69E-07;0;287;Græs til udegrise, permanent;9.72E-07;0
204;500;Buske og træer Planteskoleplanter;3.5E-05;0.0;500;Buske og træer Planteskoleplanter;3.97E-07;0;708;Grønkorn af vinterhavre;9.06E-07;0;283;Fodergulerødder;1.10E-06;0;669;Andet havefrø;1.48E-06;0;420;Salat (friland);4.63E-07;7.885681236;50;Anden bredbladet afgrøde;1.09E-05;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;1.84E-06;0;283;Fodergulerødder;1.76E-07;0;421;Savoykål, spidskål;4.54E-06;1.049834699;41;Spindhør;7.12E-07;0;275;Rullegræs, permanent;6.13E-07;0;602;MFO - Pil;8.15E-07;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;1.42E-06;0;283;Fodergulerødder;8.33E-07;0;430;Bladpersille;2.48E-06;1.16537858;707;Grønkorn af vinterhvede;6.48E-07;0;505;Ribs, stiklingeopformering;4.21E-07;0;658;Gulerodsfrø;1.95E-06;0;283;Fodergulerødder;1.06E-05;0;500;Buske og træer Planteskoleplanter;7.46E-07;0;181;Anden oliefrøart;8.18E-07;0.054945055;275;Rullegræs, permanent;1.48E-06;0;337;MFO-bræmme, permanent græs, miljøtilsagn;5.46E-07;0;275;Rullegræs, permanent;1.24E-05;0;433;Krydderurt;1.12E-05;0;35;Bælgsæd, flerårig blanding;5.80E-07;0;497;Planteskolekulturer, vedplanter, til videresalg;1.18E-07;0;25;Sojabønner;4.84E-07;0;361;Ikke støtteberettiget landbrugsareal;2.12E-06;0;275;Rullegræs, permanent;2.52E-05;0;50;Anden bredbladet afgrøde;9.53E-07;0;433;Krydderurt;3.54E-06;0;500;Buske og træer Planteskoleplanter;1.05E-07;0;287;Græs til udegrise, permanent;3.57E-07;0;433;Krydderurt;2.21E-05;0;433;Krydderurt;4.61E-06;0;58;Sorghum;2.58E-06;0;125;Bederoefrø;4.18E-07;0;35;Bælgsæd, flerårig blanding;4.69E-07;0;323;MFO-udyrket areal ved vandboring;9.72E-07;0
122;275;Rullegræs, permanent;3.5E-05;0.0;275;Rullegræs, permanent;3.97E-07;0;41;Spindhør;9.05E-07;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;1.06E-06;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;1.48E-06;0;340;Randzoneordning, PD uden udtagningsforpligtigelse;4.54E-07;0;665;Havrerodfrø;1.05E-05;0;275;Rullegræs, permanent;1.84E-06;0;308;MFO-brak, sommerslåning;1.64E-07;0;665;Havrerodfrø;4.45E-06;0;998;Ukendt afgrøde;7.12E-07;0;433;Krydderurt;6.13E-07;0;707;Grønkorn af vinterhvede;8.15E-07;0;500;Buske og træer Planteskoleplanter;1.42E-06;0;320;Braklagte randzoner;7.70E-07;0.007617307;360;Vildtafgrøder;2.48E-06;0;704;Grønkorn af vårrug;6.48E-07;0;308;MFO-brak, sommerslåning;4.20E-07;0.069318843;265;Græs/kløvergræs slæt før vårsåede afgrøder;1.92E-06;0;181;Anden oliefrøart;1.02E-05;0.044204155;275;Rullegræs, permanent;7.46E-07;0;669;Andet havefrø;8.18E-07;0;433;Krydderurt;1.48E-06;0;486;Hønsegård uden plantedække;5.46E-07;0;433;Krydderurt;1.24E-05;0;320;Braklagte randzoner;9.45E-06;0;498;Containerplads 4, vedplanter;5.63E-07;0;56;Vårtriticale;1.18E-07;0;579;Tagetes, sygdomssanerende plante;4.84E-07;0;487;Skovlandbrug;2.12E-06;0;433;Krydderurt;2.52E-05;0;440;Solhat;8.71E-07;0;663;Pastinakfrø;3.16E-06;0;275;Rullegræs, permanent;1.05E-07;0;323;MFO-udyrket areal ved vandboring;3.57E-07;0;320;Braklagte randzoner;2.03E-05;0;283;Fodergulerødder;4.41E-06;0;335;MFO-bræmme, permanent græs, forårsslåning;2.58E-06;0;224;Blandkorn, efterårssået helsæd;4.18E-07;0;498;Containerplads 4, vedplanter;4.62E-07;0;921;Bar jord;9.72E-07;0
268;658;Gulerodsfrø;3.5E-05;0.0;433;Krydderurt;3.97E-07;0;998;Ukendt afgrøde;9.05E-07;0;500;Buske og træer Planteskoleplanter;1.06E-06;0;500;Buske og træer Planteskoleplanter;1.48E-06;0;341;Randzoneordning, Pd med udtagningsforpligtigelse;4.54E-07;0;440;Solhat;1.03E-05;0;433;Krydderurt;1.84E-06;0;701;Grønkorn af vårbyg;1.64E-07;0;511;Græskar;4.38E-06;1.003115313;320;Braklagte randzoner;7.09E-07;0;283;Fodergulerødder;5.74E-07;0;703;Grønkorn af vårhavre;8.15E-07;0;275;Rullegræs, permanent;1.42E-06;0;25;Sojabønner;7.33E-07;0;308;MFO-brak, sommerslåning;2.46E-06;0.238601056;703;Grønkorn af vårhavre;6.48E-07;0;701;Grønkorn af vårbyg;4.20E-07;0;275;Rullegræs, permanent;1.92E-06;0;669;Andet havefrø;1.01E-05;0;433;Krydderurt;7.46E-07;0;50;Anden bredbladet afgrøde;7.97E-07;0;507;Hindbær, stiklingeopformering;1.47E-06;0;58;Sorghum;5.46E-07;0;283;Fodergulerødder;1.12E-05;0;283;Fodergulerødder;9.42E-06;0;708;Grønkorn af vinterhavre;5.63E-07;0;603;MFO - Poppel (0-100 andre træer pr. ha);1.18E-07;0;449;Medicinpl., stauder ;4.79E-07;0;287;Græs til udegrise, permanent;2.12E-06;0;657;Grønkålfrø;2.44E-05;0;320;Braklagte randzoner;8.41E-07;0;320;Braklagte randzoner;3.05E-06;0;433;Krydderurt;1.05E-07;0;921;Bar jord;3.57E-07;0;283;Fodergulerødder;2.01E-05;0;536;Spisedruer;4.11E-06;0.003791325;508;Andre af slægten Vaccinium;2.53E-06;0;247;Miljøgræs MVJ-tilsagn (0 N), omdrift;4.13E-07;0;708;Grønkorn af vinterhavre;4.62E-07;0;496;Medicinpl., vedplanter;9.72E-07;0
130;283;Fodergulerødder;3.2E-05;0.0;658;Gulerodsfrø;3.77E-07;0;283;Fodergulerødder;8.60E-07;0;275;Rullegræs, permanent;1.06E-06;0;275;Rullegræs, permanent;1.48E-06;0;510;Melon;4.54E-07;0;320;Braklagte randzoner;1.03E-05;0;283;Fodergulerødder;1.72E-06;0;602;MFO - Pil;1.64E-07;0;25;Sojabønner;4.34E-06;0;777;Ex-non-food brak;7.02E-07;0;320;Braklagte randzoner;5.24E-07;0;56;Vårtriticale;8.15E-07;0;433;Krydderurt;1.42E-06;0;579;Tagetes, sygdomssanerende plante;7.33E-07;0;701;Grønkorn af vårbyg;2.46E-06;0;56;Vårtriticale;6.48E-07;0;602;MFO - Pil;4.20E-07;0;433;Krydderurt;1.92E-06;0;320;Braklagte randzoner;9.90E-06;0.008150145;665;Havrerodfrø;7.10E-07;0;430;Bladpersille;7.88E-07;10.77541401;350;Miljøgræs med N-kvote;1.44E-06;0;335;MFO-bræmme, permanent græs, forårsslåning;5.46E-07;0;320;Braklagte randzoner;1.11E-05;0;665;Havrerodfrø;9.01E-06;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;5.62E-07;0;709;Grønkorn af vinterrug;1.18E-07;0;272;Permanent græs til fabrik;4.79E-07;0;323;MFO-udyrket areal ved vandboring;2.12E-06;0;283;Fodergulerødder;2.13E-05;0;283;Fodergulerødder;8.25E-07;0;283;Fodergulerødder;2.97E-06;0;258;Permanent græs, ø-støtte;1.04E-07;0;496;Medicinpl., vedplanter;3.57E-07;0;665;Havrerodfrø;2.00E-05;0;258;Permanent græs, ø-støtte;4.10E-06;0;306;Græs i omdrift, uden udbetaling af økologi-tilskud;2.51E-06;0;325;MFO-Blomsterbrak;4.13E-07;0;541;Agurker;4.59E-07;17.84353384;508;Andre af slægten Vaccinium;9.07E-07;0
169;407;Gulerod;3.2E-05;1.6;41;Spindhør;3.63E-07;0;710;Grønkorn af hybridrug;8.25E-07;0;433;Krydderurt;1.06E-06;0;433;Krydderurt;1.48E-06;0;505;Ribs, stiklingeopformering;4.51E-07;0;910;Ikke anmeldt mark;1.02E-05;0;320;Braklagte randzoner;1.59E-06;0;707;Grønkorn af vinterhvede;1.64E-07;0;579;Tagetes, sygdomssanerende plante;4.34E-06;0;598;Sorrel;7.02E-07;0;25;Sojabønner;4.97E-07;0;704;Grønkorn af vårrug;8.15E-07;0;579;Tagetes, sygdomssanerende plante;1.38E-06;0.112859097;41;Spindhør;7.27E-07;0;602;MFO - Pil;2.46E-06;0;603;MFO - Poppel (0-100 andre træer pr. ha);6.48E-07;0;707;Grønkorn af vinterhvede;4.20E-07;0;400;Asieagurker;1.87E-06;1.286798803;665;Havrerodfrø;9.70E-06;0;320;Braklagte randzoner;6.63E-07;0;320;Braklagte randzoner;7.87E-07;0;315;Miljøgræs brugt som udtagning;1.44E-06;0;306;Græs i omdrift, uden udbetaling af økologi-tilskud;3.96E-07;0;657;Grønkålfrø;1.11E-05;0;50;Anden bredbladet afgrøde;8.69E-06;0;500;Buske og træer Planteskoleplanter;5.62E-07;0;702;Grønkron af vårhvede;1.18E-07;0;23;Rybs;4.79E-07;0;921;Bar jord;2.12E-06;0;320;Braklagte randzoner;2.11E-05;0;910;Ikke anmeldt mark;8.11E-07;0;536;Spisedruer;2.80E-06;0.005885122;536;Spisedruer;1.04E-07;0;308;MFO-brak, sommerslåning;2.95E-07;0;658;Gulerodsfrø;1.94E-05;0;663;Pastinakfrø;4.04E-06;0;149;Kartofler, lægge- (certificerede);2.50E-06;0;324;Blomsterbrak;4.13E-07;0;125;Bederoefrø;4.30E-07;0;149;Kartofler, lægge- (certificerede);8.81E-07;0
136;306;Græs i omdrift, uden udbetaling af økologi-tilskud;3.2E-05;0.0;998;Ukendt afgrøde;3.63E-07;0;125;Bederoefrø;8.07E-07;0;409;Kinakål;1.04E-06;1.162424132;41;Spindhør;1.47E-06;0;402;Bladselleri;4.37E-07;2.915710392;407;Gulerod;9.80E-06;3.721768466;258;Permanent græs, ø-støtte;1.48E-06;0;703;Grønkorn af vårhavre;1.64E-07;0;408;Hvidkål;4.33E-06;0.807875567;657;Grønkålfrø;6.84E-07;0;579;Tagetes, sygdomssanerende plante;4.97E-07;0;709;Grønkorn af vinterrug;8.15E-07;0;283;Fodergulerødder;1.30E-06;0;998;Ukendt afgrøde;7.27E-07;0;707;Grønkorn af vinterhvede;2.46E-06;0;709;Grønkorn af vinterrug;6.48E-07;0;703;Grønkorn af vårhavre;4.20E-07;0;405;Courgette, squash;1.81E-06;0.71423878;498;Containerplads 4, vedplanter;9.51E-06;0;658;Gulerodsfrø;6.56E-07;0;283;Fodergulerødder;7.51E-07;0;402;Bladselleri;1.39E-06;1.33329478;149;Kartofler, lægge- (certificerede);3.73E-07;0;449;Medicinpl., stauder ;1.01E-05;0;658;Gulerodsfrø;8.68E-06;0;275;Rullegræs, permanent;5.62E-07;0;182;Blanding af oliearter;1.18E-07;0;258;Permanent græs, ø-støtte;4.62E-07;0;496;Medicinpl., vedplanter;2.12E-06;0;663;Pastinakfrø;1.97E-05;0;258;Permanent græs, ø-støtte;7.60E-07;0;258;Permanent græs, ø-støtte;2.80E-06;0;149;Kartofler, lægge- (certificerede);1.02E-07;0;701;Grønkorn af vårbyg;2.95E-07;0;449;Medicinpl., stauder ;1.92E-05;0;320;Braklagte randzoner;3.96E-06;0;910;Ikke anmeldt mark;2.46E-06;0;286;Permanent græs og kløvergræs uden norm, over 50 % kløver;4.13E-07;0;224;Blandkorn, efterårssået helsæd;4.30E-07;0;711;Grønkorn af vintertriticale;8.52E-07;0
78;181;Anden oliefrøart;3.2E-05;0.0;320;Braklagte randzoner;3.52E-07;0;224;Blandkorn, efterårssået helsæd;8.07E-07;0;125;Bederoefrø;1.01E-06;0;998;Ukendt afgrøde;1.47E-06;0;320;Braklagte randzoner;4.21E-07;0;658;Gulerodsfrø;9.71E-06;0;536;Spisedruer;1.48E-06;0;704;Grønkorn af vårrug;1.64E-07;0;433;Krydderurt;4.32E-06;0.037440566;258;Permanent græs, ø-støtte;6.17E-07;0;417;Rødbede;4.84E-07;4.365435501;603;MFO - Poppel (0-100 andre træer pr. ha);8.15E-07;0;320;Braklagte randzoner;1.27E-06;0;777;Ex-non-food brak;7.24E-07;0;703;Grønkorn af vårhavre;2.46E-06;0;702;Grønkron af vårhvede;6.48E-07;0;704;Grønkorn af vårrug;4.20E-07;0;181;Anden oliefrøart;1.81E-06;0;708;Grønkorn af vinterhavre;9.51E-06;0;283;Fodergulerødder;6.44E-07;0.078125;498;Containerplads 4, vedplanter;7.24E-07;0;125;Bederoefrø;1.38E-06;0;665;Havrerodfrø;3.39E-07;0;272;Permanent græs til fabrik;1.01E-05;0;258;Permanent græs, ø-støtte;8.20E-06;0;433;Krydderurt;5.62E-07;0;706;Grønkorn af vinterbyg;1.18E-07;0;536;Spisedruer;4.62E-07;0;663;Pastinakfrø;2.01E-06;0;258;Permanent græs, ø-støtte;1.85E-05;0;536;Spisedruer;7.60E-07;0;277;Kløver til fabrik;2.78E-06;0;524;Sødkirsebær uden undervækst af græs;1.01E-07;0.020833333;602;MFO - Pil;2.95E-07;0;272;Permanent græs til fabrik;1.92E-05;0;277;Kløver til fabrik;3.94E-06;0;665;Havrerodfrø;2.45E-06;0;434;Grøntsager, andre (friland);4.13E-07;0;505;Ribs, stiklingeopformering;4.23E-07;0;505;Ribs, stiklingeopformering;8.23E-07;0
279;669;Andet havefrø;3.2E-05;0.0;423;Sukkermajs;3.41E-07;7.308492691;320;Braklagte randzoner;8.06E-07;0;224;Blandkorn, efterårssået helsæd;1.01E-06;0;125;Bederoefrø;1.41E-06;0;429;Jordskokker, konsum;4.16E-07;2.808839325;258;Permanent græs, ø-støtte;9.36E-06;0;25;Sojabønner;1.47E-06;0;56;Vårtriticale;1.64E-07;0;265;Græs/kløvergræs slæt før vårsåede afgrøder;4.26E-06;0;536;Spisedruer;6.17E-07;0;258;Permanent græs, ø-støtte;4.80E-07;0;497;Planteskolekulturer, vedplanter, til videresalg;8.15E-07;0;407;Gulerod;1.26E-06;7.295367168;598;Sorrel;7.24E-07;0;56;Vårtriticale;2.46E-06;0;182;Blanding af oliearter;6.48E-07;0;497;Planteskolekulturer, vedplanter, til videresalg;4.20E-07;0;669;Andet havefrø;1.81E-06;0;50;Anden bredbladet afgrøde;9.49E-06;0;412;Pastinak;6.15E-07;2.4478068;708;Grønkorn af vinterhavre;7.24E-07;0;224;Blandkorn, efterårssået helsæd;1.38E-06;0;505;Ribs, stiklingeopformering;3.18E-07;0;23;Rybs;1.01E-05;0;536;Spisedruer;8.20E-06;0;350;Miljøgræs med N-kvote;5.59E-07;0;55;Vårrug;1.18E-07;0;277;Kløver til fabrik;4.57E-07;0;507;Hindbær, stiklingeopformering;2.00E-06;0;536;Spisedruer;1.85E-05;0;449;Medicinpl., stauder ;7.39E-07;0;520;Surkirsebær uden undervækst af græs;2.74E-06;21.13367068;504;Solbær, stiklingeopformering;1.01E-07;0;707;Grønkorn af vinterhvede;2.95E-07;0;23;Rybs;1.92E-05;0;777;Ex-non-food brak;3.89E-06;0;41;Spindhør;2.44E-06;0;285;Græs og kløvergræs uden norm, over 50 % kløver (omdrift);4.13E-07;0;25;Sojabønner;4.19E-07;0;440;Solhat;7.93E-07;0
